FID,FID_fine_g,OBJECTID,StreamID,SHAPE_Leng,FID_C2VSim,NodeID,X,Y
981,20,21,21,77854.038510800005000,21369,21370,754908.255485999980000,4056840.147900000200000
982,18,19,19,23555.221149100002000,19811,19812,710397.047124000030000,4056875.017020000100000
983,7,8,8,81364.618519099997000,23345,23346,816284.517047000000000,4057221.107009999900000
984,18,19,19,23555.221149100002000,19904,19905,711111.806293000000000,4057295.951930000000000
985,20,21,21,77854.038510800005000,21370,21371,754336.876156999960000,4057519.014969999900000
986,7,8,8,81364.618519099997000,23346,23347,815982.891445999970000,4057957.707969999900000
987,20,21,21,77854.038510800005000,21242,21243,753889.955837000040000,4058062.107969999800000
988,18,19,19,23555.221149100002000,19814,19815,711250.368724999950000,4058169.961019999800000
989,7,8,8,81364.618519099997000,23202,23203,815339.952566000050000,4058640.334009999900000
990,20,21,21,77854.038510800005000,21243,21244,753346.862588000020000,4058673.087929999900000
991,18,19,19,23555.221149100002000,19815,19816,711666.055637000010000,4058948.041920000200000
992,20,21,21,77854.038510800005000,21244,21245,752786.303355999990000,4059293.404990000200000
993,18,19,19,23555.221149100002000,19718,19719,711719.348949000010000,4059768.756930000100000
994,20,21,21,77854.038510800005000,21245,21246,752233.852283000010000,4059877.605950000200000
995,7,8,8,81364.618519099997000,23349,23350,815710.582581999940000,4060031.674939999800000
996,18,19,19,23555.221149100002000,19616,19617,712421.113557999950000,4060116.168899999900000
997,20,21,21,77854.038510800005000,21246,21247,751567.100922000010000,4060404.656959999800000
998,18,19,19,23555.221149100002000,19617,19618,713016.427351000020000,4060605.648959999900000
999,7,8,8,81364.618519099997000,23205,23206,815642.892213999990000,4060772.439999999900000
1000,20,21,21,77854.038510800005000,21131,21132,750944.799738000030000,4060887.257919999800000
1001,18,19,19,23555.221149100002000,19722,19723,713691.116247000060000,4061015.753920000000000
1002,20,21,21,77854.038510800005000,21133,21134,750258.998264999940000,4061439.708990000200000
1003,7,8,8,81364.618519099997000,23207,23208,815954.648373999980000,4061467.947970000100000
1004,18,19,19,23555.221149100002000,19619,19620,714352.575832000000000,4061531.691970000000000
1005,7,8,8,81364.618519099997000,23069,23070,815305.257653999960000,4061664.963909999900000
1006,18,19,19,23555.221149100002000,19724,19725,714987.577047999950000,4061888.880960000200000
1007,20,21,21,77854.038510800005000,21134,21135,749623.997049000000000,4061890.559940000100000
1008,7,8,8,81364.618519099997000,23068,23069,814702.368052999950000,4061951.480899999800000
1009,7,8,8,81364.618519099997000,22942,22943,814020.164405000050000,4062069.246020000000000
1010,7,8,8,81364.618519099997000,22826,22827,811720.445233999980000,4062085.215940000000000
1011,7,8,8,81364.618519099997000,22827,22828,812457.377458999980000,4062141.772990000000000
1012,7,8,8,81364.618519099997000,22941,22942,813273.834292000040000,4062155.761990000000000
1013,20,21,21,77854.038510800005000,21135,21136,748906.445560000020000,4062436.660929999800000
1014,20,21,21,77854.038510800005000,20746,20747,744099.485939000030000,4062449.360960000200000
1015,7,8,8,81364.618519099997000,22725,22726,811196.569265999950000,4062712.279999999800000
1016,18,19,19,23555.221149100002000,19621,19622,715305.077720999950000,4062722.319939999800000
1017,7,8,8,81364.618519099997000,22629,22630,810386.942641000030000,4062867.854910000200000
1018,20,21,21,77854.038510800005000,21034,21035,748258.744310999990000,4062938.311999999900000
1019,20,21,21,77854.038510800005000,20747,20748,743361.060978999940000,4063044.436929999900000
1020,20,21,21,77854.038510800005000,20839,20840,744613.837044000040000,4063179.611970000000000
1021,19,20,20,27693.807290799999000,19495,19496,689882.557248999950000,4063280.197960000000000
1022,20,21,21,77854.038510800005000,20933,20934,745445.688693000000000,4063293.912899999900000
1023,18,19,19,23555.221149100002000,19622,19623,715940.078937000010000,4063317.633990000000000
1024,19,20,20,27693.807290799999000,19604,19605,688977.680447999970000,4063318.297919999800000
1025,20,21,21,77854.038510800005000,20935,20936,747522.142838999980000,4063446.312899999800000
1026,20,21,21,77854.038510800005000,20748,20749,742522.581106000000000,4063556.051909999900000
1027,20,21,21,77854.038510800005000,20934,20935,746448.990710000040000,4063598.712900000200000
1028,7,8,8,81364.618519099997000,22630,22631,810291.692464999970000,4063653.668930000200000
1029,19,20,20,27693.807290799999000,19496,19497,690517.558593999940000,4063931.075009999800000
1030,18,19,19,23555.221149100002000,19623,19624,716229.366874000060000,4064018.293959999900000
1031,20,21,21,77854.038510800005000,20658,20659,741797.793393000030000,4064195.569990000200000
1032,20,21,21,77854.038510800005000,20566,20567,740746.679280000040000,4064297.214920000200000
1033,7,8,8,81364.618519099997000,22545,22546,810474.255281000050000,4064495.045959999800000
1034,18,19,19,23555.221149100002000,19626,19627,716763.287258000000000,4064656.676930000100000
1035,20,21,21,77854.038510800005000,20464,20465,740079.928047999970000,4064703.615939999900000
1036,19,20,20,27693.807290799999000,19392,19393,690454.058434000010000,4064820.075970000100000
1037,18,19,19,23555.221149100002000,19627,19628,717258.563673999980000,4065280.617930000200000
1038,7,8,8,81364.618519099997000,22546,22547,810831.443505999980000,4065296.734920000200000
1039,20,21,21,77854.038510800005000,20465,20466,739637.641839000050000,4065346.703939999900000
1040,19,20,20,27693.807290799999000,19388,19389,690454.058434000010000,4065693.203009999800000
1041,20,21,21,77854.038510800005000,20345,20346,739040.757870999980000,4066000.433989999800000
1042,18,19,19,23555.221149100002000,19628,19629,717796.307162999990000,4066003.085000000000000
1043,7,8,8,81364.618519099997000,22635,22636,811180.694193999980000,4066098.424010000200000
1044,20,21,21,77854.038510800005000,20346,20347,738259.124077999960000,4066369.933000000200000
1045,19,20,20,27693.807290799999000,19389,19390,690009.557441000010000,4066455.204930000000000
1046,18,19,19,23555.221149100002000,19629,19630,718283.799771000050000,4066699.502919999900000
1047,7,8,8,81364.618519099997000,22636,22637,811411.419441999980000,4066888.461000000100000
1048,19,20,20,27693.807290799999000,19390,19391,690081.548096999990000,4067161.753930000100000
1049,20,21,21,77854.038510800005000,20347,20348,738259.124077999960000,4067222.624969999800000
1050,18,19,19,23555.221149100002000,19631,19632,718748.078427999980000,4067465.562950000200000
1051,7,8,8,81364.618519099997000,22550,22551,811736.320433999990000,4067606.552010000200000
1052,19,20,20,27693.807290799999000,19391,19392,690341.364032999960000,4067783.008969999800000
1053,20,21,21,77854.038510800005000,20220,20221,737846.989933999950000,4067876.355020000100000
1054,18,19,19,23555.221149100002000,19634,19635,720235.604444999950000,4067975.912010000100000
1055,18,19,19,23555.221149100002000,19633,19634,719386.461531999990000,4068080.731980000200000
1056,7,8,8,81364.618519099997000,22640,22641,812403.071666999950000,4068146.302920000200000
1057,20,21,21,77854.038510800005000,20112,20113,737264.317420999990000,4068260.065990000000000
1058,18,19,19,23555.221149100002000,19635,19636,720832.488414000020000,4068391.598919999800000
1059,19,20,20,27693.807290799999000,19285,19286,690369.083840999990000,4068507.171019999800000
1060,7,8,8,81364.618519099997000,22641,22642,812784.253875000050000,4068868.655940000000000
1061,18,19,19,23555.221149100002000,19636,19637,721258.834141999950000,4068892.554949999800000
1062,19,20,20,27693.807290799999000,19286,19287,691080.032450000060000,4068966.602950000200000
1063,18,19,19,23555.221149100002000,19637,19638,721972.963039000050000,4068977.823940000000000
1064,20,21,21,77854.038510800005000,20223,20224,737154.178028999940000,4069153.615939999900000
1065,7,8,8,81364.618519099997000,22642,22643,813466.698804000040000,4069305.180999999900000
1066,18,19,19,23555.221149100002000,19520,19521,721989.503455000000000,4069841.509959999900000
1067,19,20,20,27693.807290799999000,19172,19173,691343.259841999970000,4069847.889990000100000
1068,20,21,21,77854.038510800005000,20224,20225,736809.671405000030000,4069878.875980000000000
1069,7,8,8,81364.618519099997000,22734,22735,813958.824756999970000,4069932.243910000200000
1070,19,20,20,27693.807290799999000,19174,19175,692112.955971000020000,4070177.920969999900000
1071,7,8,8,81364.618519099997000,22735,22736,814308.075444999970000,4070733.933900000100000
1072,7,8,8,81364.618519099997000,22838,22839,815046.264501999950000,4070781.558989999800000
1073,20,21,21,77854.038510800005000,20116,20117,736855.736045000030000,4070784.387910000000000
1074,19,20,20,27693.807290799999000,19043,19044,692586.464836000000000,4070906.808910000100000
1075,7,8,8,81364.618519099997000,22737,22738,815474.890294000040000,4071424.496970000200000
1076,20,21,21,77854.038510800005000,20117,20118,736461.366380000020000,4071530.492999999800000
1077,19,20,20,27693.807290799999000,18913,18914,693851.315140999970000,4071582.840009999900000
1078,19,20,20,27693.807290799999000,19042,19043,692930.563395999950000,4071614.589900000000000
1079,19,20,20,27693.807290799999000,18800,18801,694629.191748999990000,4071868.589900000000000
1080,22,23,23,17066.633891699999000,20669,20670,742109.959154000040000,4072115.549000000100000
1081,22,23,23,17066.633891699999000,20670,20671,741566.368240999990000,4072147.524939999900000
1082,19,20,20,27693.807290799999000,18801,18802,695410.986437999990000,4072203.289930000000000
1083,7,8,8,81364.618519099997000,22738,22739,815924.748341999950000,4072266.514000000000000
1084,20,21,21,77854.038510800005000,20118,20119,736205.558892000000000,4072308.573900000200000
1085,21,22,22,78748.341651800001000,20764,20765,742568.280690000040000,4072424.648910000000000
1086,19,20,20,27693.807290799999000,18802,18803,696042.069574999970000,4072630.591949999800000
1087,22,23,23,17066.633891699999000,20478,20479,740777.628656000020000,4072669.797960000100000
1088,21,22,22,78748.341651800001000,20763,20764,743037.261043000030000,4072787.043020000200000
1089,21,22,22,78748.341651800001000,20948,20949,747130.179701999990000,4072808.360009999900000
1090,21,22,22,78748.341651800001000,20854,20855,744923.840756000020000,4072882.970960000100000
1091,21,22,22,78748.341651800001000,20950,20951,745958.319861000050000,4072934.025930000000000
1092,22,23,23,17066.633891699999000,20671,20672,741726.247921000000000,4072936.264010000000000
1093,20,21,21,77854.038510800005000,20019,20020,735672.626796000060000,4072937.433929999800000
1094,22,23,23,17066.633891699999000,20766,20767,741950.079344999980000,4072957.580999999800000
1095,21,22,22,78748.341651800001000,20761,20762,743868.635123000010000,4073000.216010000100000
1096,21,22,22,78748.341651800001000,20949,20950,746455.737590000030000,4073008.109000000200000
1097,22,23,23,17066.633891699999000,20479,20480,740372.600303999960000,4073010.874960000200000
1098,22,23,23,17066.633891699999000,20579,20580,741193.315825000060000,4073042.851019999900000
1099,19,20,20,27693.807290799999000,18692,18693,696629.445830999990000,4073043.342920000200000
1100,7,8,8,81364.618519099997000,22739,22740,816638.877239000050000,4073108.546000000100000
1101,21,22,22,78748.341651800001000,20765,20766,742461.694322000020000,4073160.095950000000000
1102,22,23,23,17066.633891699999000,20765,20766,742461.694322000020000,4073160.095950000000000
1103,23,24,24,23612.273867899999000,20765,20766,742461.694322000020000,4073160.095950000000000
1104,21,22,22,78748.341651800001000,20855,20856,744369.591283999970000,4073160.095950000000000
1105,21,22,22,78748.341651800001000,20857,20858,743314.385650999960000,4073245.364940000200000
1106,19,20,20,27693.807290799999000,18693,18694,697400.081352000010000,4073305.204940000100000
1107,22,23,23,17066.633891699999000,20580,20581,741022.777456999990000,4073405.243979999800000
1108,21,22,22,78748.341651800001000,20859,20860,745382.162293000030000,4073469.195979999800000
1109,21,22,22,78748.341651800001000,21050,21051,747002.275957999980000,4073533.147979999900000
1110,22,23,23,17066.633891699999000,20481,20482,739509.250286999970000,4073597.099979999900000
1111,20,21,21,77854.038510800005000,20021,20022,734752.267242999980000,4073612.682959999900000
1112,20,21,21,77854.038510800005000,20122,20123,735438.136683000020000,4073619.587020000000000
1113,19,20,20,27693.807290799999000,18694,18695,698097.220808999960000,4073666.139980000000000
1114,22,23,23,17066.633891699999000,20482,20483,738752.486639000010000,4073682.368970000200000
1115,19,20,20,27693.807290799999000,18695,18696,698775.977288999940000,4073726.861000000000000
1116,22,23,23,17066.633891699999000,20581,20582,740457.869551999960000,4073778.296910000000000
1117,7,8,8,81364.618519099997000,22741,22742,817480.910136000020000,4073780.040910000000000
1118,21,22,22,78748.341651800001000,21395,21396,750913.997818000030000,4073799.613900000200000
1119,23,24,24,23612.273867899999000,20767,20768,741829.705456999950000,4073844.584910000200000
1120,19,20,20,27693.807290799999000,18696,18697,699450.564810000010000,4073962.197970000100000
1121,21,22,22,78748.341651800001000,21270,21271,750359.748344999970000,4074066.079950000200000
1122,22,23,23,17066.633891699999000,20582,20583,739765.057646999950000,4074087.397969999800000
1123,22,23,23,17066.633891699999000,20358,20359,738049.016173999990000,4074151.348939999900000
1124,22,23,23,17066.633891699999000,20233,20234,736801.955053000010000,4074204.643019999800000
1125,21,22,22,78748.341651800001000,20953,20954,746917.006838000030000,4074204.643019999800000
1126,21,22,22,78748.341651800001000,21269,21270,749880.109432999980000,4074204.643019999800000
1127,19,20,20,27693.807290799999000,18698,18699,700144.280906999950000,4074266.025930000000000
1128,22,23,23,17066.633891699999000,20359,20360,737729.256942000010000,4074311.229009999900000
1129,20,21,21,77854.038510800005000,20022,20023,734574.466923000060000,4074323.885009999900000
1130,22,23,23,17066.633891699999000,20022,20023,734574.466923000060000,4074323.885009999900000
1131,26,27,27,54426.094264699997000,20022,20023,734574.466923000060000,4074323.885009999900000
1132,21,22,22,78748.341651800001000,21051,21052,747661.083254999950000,4074331.896910000100000
1133,22,23,23,17066.633891699999000,20483,20484,738965.659502999970000,4074343.204940000100000
1134,21,22,22,78748.341651800001000,21272,21273,751351.002234000010000,4074353.864010000100000
1135,22,23,23,17066.633891699999000,20123,20124,735320.403690999960000,4074375.181009999900000
1136,23,24,24,23612.273867899999000,20674,20675,741030.307312999970000,4074377.517010000100000
1137,22,23,23,17066.633891699999000,20360,20361,737036.445165000040000,4074524.401999999800000
1138,22,23,23,17066.633891699999000,20484,20485,738720.510702000000000,4074535.060940000200000
1139,22,23,23,17066.633891699999000,20234,20235,736087.826027999980000,4074545.718990000000000
1140,21,22,22,78748.341651800001000,21052,21053,748048.434038999960000,4074639.872969999900000
1141,7,8,8,81364.618519099997000,22844,22845,817832.645304000010000,4074707.342929999800000
1142,21,22,22,78748.341651800001000,21156,21157,749656.278009000000000,4074737.574990000100000
1143,26,27,27,54426.094264699997000,20125,20126,734414.199785999950000,4074802.963920000000000
1144,19,20,20,27693.807290799999000,18699,18700,700699.247051000010000,4074847.592910000100000
1145,22,23,23,17066.633891699999000,20361,20362,736567.464939999980000,4074908.112970000100000
1146,21,22,22,78748.341651800001000,21159,21160,751500.223225999970000,4074918.771920000200000
1147,22,23,23,17066.633891699999000,20362,20363,736993.810540999980000,4075014.698960000200000
1148,21,22,22,78748.341651800001000,21154,21155,748937.435896000010000,4075071.673930000000000
1149,21,22,22,78748.341651800001000,21053,21054,748154.796790999940000,4075092.310990000100000
1150,23,24,24,23612.273867899999000,20586,20587,740625.278831999980000,4075134.280910000200000
1151,22,23,23,17066.633891699999000,20364,20365,737825.184750000010000,4075153.261899999800000
1152,21,22,22,78748.341651800001000,21054,21055,748264.334455000000000,4075209.785929999800000
1153,21,22,22,78748.341651800001000,21155,21156,749539.099641000040000,4075284.398930000100000
1154,7,8,8,81364.618519099997000,22846,22847,818482.822457000030000,4075357.519950000100000
1155,26,27,27,54426.094264699997000,20126,20127,734634.956010999970000,4075422.990929999900000
1156,21,22,22,78748.341651800001000,21160,21161,751649.444219000060000,4075462.361930000100000
1157,19,20,20,27693.807290799999000,18700,18701,701163.525707999940000,4075474.368970000200000
1158,22,23,23,17066.633891699999000,20237,20238,736279.681644000000000,4075590.265930000200000
1159,22,23,23,17066.633891699999000,20363,20364,736706.027245000000000,4075771.462989999900000
1160,21,22,22,78748.341651800001000,21161,21162,752171.717754999990000,4075835.414990000000000
1161,23,24,24,23612.273867899999000,20487,20488,740194.954352000030000,4075866.475980000100000
1162,19,20,20,27693.807290799999000,18600,18601,701651.018316000000000,4076077.930960000000000
1163,26,27,27,54426.094264699997000,20025,20026,734228.731626000020000,4076088.831950000000000
1164,21,22,22,78748.341651800001000,21278,21279,753578.658555999980000,4076155.173969999900000
1165,7,8,8,81364.618519099997000,22847,22848,818877.192248999960000,4076156.917969999800000
1166,21,22,22,78748.341651800001000,21162,21163,752139.741690999940000,4076389.663950000000000
1167,21,22,22,78748.341651800001000,21277,21278,752981.774459999990000,4076517.567950000100000
1168,21,22,22,78748.341651800001000,21280,21281,754058.297341000060000,4076592.178900000200000
1169,26,27,27,54426.094264699997000,20026,20027,734771.684330999970000,4076667.866959999800000
1170,19,20,20,27693.807290799999000,18601,18602,702080.475979999990000,4076693.099979999900000
1171,23,24,24,23612.273867899999000,20488,20489,740175.904367999990000,4076812.627919999900000
1172,26,27,27,54426.094264699997000,19934,19935,733969.322217999960000,4076850.992980000100000
1173,21,22,22,78748.341651800001000,21163,21164,752438.183674999980000,4076869.302990000200000
1174,19,20,20,27693.807290799999000,18603,18604,703577.774542000030000,4076936.846930000000000
1175,21,22,22,78748.341651800001000,21281,21282,754719.133181000010000,4076954.571980000000000
1176,19,20,20,27693.807290799999000,18602,18603,702868.842444999960000,4076983.710930000100000
1177,26,27,27,54426.094264699997000,20027,20028,734606.435434999990000,4077072.594899999900000
1178,7,8,8,81364.618519099997000,22960,22961,819570.004026000040000,4077169.488979999900000
1179,21,22,22,78748.341651800001000,21282,21283,755273.382653999960000,4077412.893900000000000
1180,19,20,20,27693.807290799999000,18709,18710,704876.245327000040000,4077419.109970000100000
1181,19,20,20,27693.807290799999000,18708,18709,704111.694925999970000,4077435.945940000000000
1182,26,27,27,54426.094264699997000,19935,19936,733882.128233999950000,4077622.873939999800000
1183,23,24,24,23612.273867899999000,20369,20370,740442.604912000010000,4077663.529939999800000
1184,21,22,22,78748.341651800001000,21167,21168,755970.173310999990000,4077696.534990000100000
1185,7,8,8,81364.618519099997000,23086,23087,820252.157241999990000,4077755.714900000000000
1186,19,20,20,27693.807290799999000,18711,18712,705325.232847000010000,4077918.884939999800000
1187,21,22,22,78748.341651800001000,21168,21169,756744.275326999950000,4077977.801940000200000
1188,21,22,22,78748.341651800001000,21288,21289,758108.581633000050000,4078009.777999999900000
1189,26,27,27,54426.094264699997000,19936,19937,733479.516394000030000,4078043.376980000200000
1190,21,22,22,78748.341651800001000,21169,21170,757415.769855999970000,4078116.363990000000000
1191,21,22,22,78748.341651800001000,21289,21290,758780.076033000020000,4078286.902989999900000
1192,26,27,27,54426.094264699997000,19747,19748,731977.678696000020000,4078287.119950000200000
1193,7,8,8,81364.618519099997000,23225,23226,820862.585403000000000,4078319.758930000000000
1194,21,22,22,78748.341651800001000,21647,21648,765196.578951000000000,4078425.464910000100000
1195,19,20,20,27693.807290799999000,18712,18713,705918.028624000030000,4078430.579919999900000
1196,21,22,22,78748.341651800001000,21527,21528,763896.224518000030000,4078446.781909999900000
1197,21,22,22,78748.341651800001000,21528,21529,764557.060359000000000,4078500.075989999800000
1198,26,27,27,54426.094264699997000,19748,19749,732379.846249000050000,4078519.953999999900000
1199,26,27,27,54426.094264699997000,19846,19847,733021.122152999970000,4078522.501970000100000
1200,26,27,27,54426.094264699997000,19650,19651,731607.261288000040000,4078551.704020000100000
1201,23,24,24,23612.273867899999000,20371,20372,740710.547952000050000,4078566.363990000000000
1202,19,20,20,27693.807290799999000,18713,18714,706656.236241000010000,4078582.958930000200000
1203,21,22,22,78748.341651800001000,21526,21527,763405.927045000020000,4078734.565969999900000
1204,19,20,20,27693.807290799999000,18714,18715,707300.632656999980000,4078752.873939999800000
1205,21,22,22,78748.341651800001000,21523,21524,761657.909636000050000,4078819.834960000100000
1206,21,22,22,78748.341651800001000,21408,21409,759313.008129999970000,4078883.786960000200000
1207,21,22,22,78748.341651800001000,21521,21522,761029.049730999980000,4078915.762900000000000
1208,21,22,22,78748.341651800001000,21650,21651,765654.900488000010000,4078926.420950000200000
1209,26,27,27,54426.094264699997000,19751,19752,731459.094375999990000,4079070.287949999800000
1210,21,22,22,78748.341651800001000,21525,21526,763011.557252999980000,4079182.228949999900000
1211,21,22,22,78748.341651800001000,21409,21410,759877.916289999960000,4079256.838990000100000
1212,21,22,22,78748.341651800001000,21524,21525,762404.014596999970000,4079267.497940000100000
1213,23,24,24,23612.273867899999000,20372,20373,740817.134448000000000,4079451.030989999900000
1214,21,22,22,78748.341651800001000,21410,21411,760655.997187000000000,4079470.011990000000000
1215,26,27,27,54426.094264699997000,19849,19850,731342.677479999950000,4079493.621970000200000
1216,21,22,22,78748.341651800001000,21649,21650,765740.169736000010000,4079544.622930000100000
1217,26,27,27,54426.094264699997000,19753,19754,730366.015974999990000,4079738.557010000100000
1218,26,27,27,54426.094264699997000,19850,19851,731025.176806999950000,4079789.955920000100000
1219,26,27,27,54426.094264699997000,19754,19755,730644.176102999950000,4079864.040020000200000
1220,21,22,22,78748.341651800001000,21653,21654,767754.653065999970000,4079917.674960000000000
1221,21,22,22,78748.341651800001000,21532,21533,767083.158665000000000,4079928.333910000000000
1222,21,22,22,78748.341651800001000,21531,21532,766326.395016000020000,4079949.650899999800000
1223,23,24,24,23612.273867899999000,20245,20246,740230.909040000060000,4080026.597970000000000
1224,26,27,27,54426.094264699997000,19653,19654,729989.685734000060000,4080164.669910000200000
1225,21,22,22,78748.341651800001000,21654,21655,768362.195850000020000,4080216.116950000200000
1226,26,27,27,54426.094264699997000,19755,19756,730908.759911000030000,4080234.456910000200000
1227,26,27,27,54426.094264699997000,19532,19533,729437.623909999970000,4080236.323919999900000
1228,23,24,24,23612.273867899999000,20247,20248,739751.270254999980000,4080495.577940000200000
1229,21,22,22,78748.341651800001000,21660,21661,770451.289740000040000,4080557.193940000100000
1230,21,22,22,78748.341651800001000,21536,21537,769715.843339000010000,4080770.365910000200000
1231,26,27,27,54426.094264699997000,19533,19534,729089.601637999990000,4080842.346960000200000
1232,21,22,22,78748.341651800001000,21664,21665,772838.825742000020000,4080855.635919999800000
1233,21,22,22,78748.341651800001000,21655,21656,768319.561225999960000,4080866.293970000000000
1234,21,22,22,78748.341651800001000,21663,21664,771996.792845000050000,4080876.952920000100000
1235,21,22,22,78748.341651800001000,21538,21539,771176.077453000010000,4081015.514959999800000
1236,23,24,24,23612.273867899999000,20248,20249,739346.241775000000000,4081081.802960000000000
1237,21,22,22,78748.341651800001000,21541,21542,773318.464655000020000,4081164.735960000200000
1238,26,27,27,54426.094264699997000,19535,19536,728224.282725000060000,4081290.447960000000000
1239,26,27,27,54426.094264699997000,19534,19535,728728.588900999980000,4081388.042960000200000
1240,21,22,22,78748.341651800001000,21656,21657,768713.931018000000000,4081388.568020000100000
1241,21,22,22,78748.341651800001000,21535,21536,769385.425547000020000,4081388.568020000100000
1242,21,22,22,78748.341651800001000,21542,21543,773506.791695000020000,4081792.292950000100000
1243,26,27,27,54426.094264699997000,19536,19537,728287.488357000050000,4081906.242900000000000
1244,26,27,27,54426.094264699997000,19424,19425,727578.134756000010000,4081978.184919999900000
1245,23,24,24,23612.273867899999000,20249,20250,739303.607150999950000,4082051.739990000100000
1246,21,22,22,78748.341651800001000,21545,21546,774938.578192000040000,4082102.696920000000000
1247,21,22,22,78748.341651800001000,21546,21547,775610.072720999950000,4082273.234900000000000
1248,21,22,22,78748.341651800001000,21424,21425,773744.810255000020000,4082369.162959999900000
1249,21,22,22,78748.341651800001000,21425,21426,774426.963344000050000,4082379.821010000100000
1250,26,27,27,54426.094264699997000,19317,19318,727003.502052000030000,4082393.460950000200000
1251,26,27,27,54426.094264699997000,19426,19427,727426.836324000030000,4082414.627930000000000
1252,26,27,27,54426.094264699997000,19318,19319,726707.168227000050000,4082721.544919999800000
1253,21,22,22,78748.341651800001000,21427,21428,775972.466576999980000,4082870.118999999900000
1254,21,22,22,78748.341651800001000,21553,21554,780395.803285000030000,4082944.729940000000000
1255,21,22,22,78748.341651800001000,21429,21430,777411.383314999980000,4082955.387990000200000
1256,21,22,22,78748.341651800001000,21428,21429,776665.278353999950000,4082976.704979999900000
1257,23,24,24,23612.273867899999000,20250,20251,739186.362094999990000,4082989.699930000100000
1258,21,22,22,78748.341651800001000,21552,21553,779447.184147999970000,4083051.315930000000000
1259,21,22,22,78748.341651800001000,21551,21552,778807.665555999960000,4083136.584919999800000
1260,26,27,27,54426.094264699997000,19427,19428,727198.315107999950000,4083175.063000000100000
1261,21,22,22,78748.341651800001000,21680,21681,783390.881815999980000,4083232.512980000100000
1262,21,22,22,78748.341651800001000,21681,21682,784136.986777000010000,4083285.805910000100000
1263,21,22,22,78748.341651800001000,21434,21435,780854.124949999970000,4083317.781969999900000
1264,21,22,22,78748.341651800001000,21679,21680,782602.142231000010000,4083381.733969999900000
1265,21,22,22,78748.341651800001000,21431,21432,778200.122898999950000,4083488.319960000000000
1266,21,22,22,78748.341651800001000,21433,21434,779937.481620999980000,4083541.613909999800000
1267,21,22,22,78748.341651800001000,21556,21557,781909.330455000050000,4083562.930900000000000
1268,26,27,27,54426.094264699997000,19540,19541,727230.309860000040000,4083659.883990000000000
1269,21,22,22,78748.341651800001000,21305,21306,777528.628371000060000,4083722.809940000100000
1270,26,27,27,54426.094264699997000,19428,19429,726645.603555000040000,4083821.859929999800000
1271,23,24,24,23612.273867899999000,20253,20254,739015.823854999970000,4083853.049939999800000
1272,21,22,22,78748.341651800001000,21682,21683,784339.500953000040000,4083893.348950000000000
1273,21,22,22,78748.341651800001000,21435,21436,780971.370006000040000,4083978.617939999800000
1274,21,22,22,78748.341651800001000,21436,21437,781632.205846000000000,4084106.521939999900000
1275,26,27,27,54426.094264699997000,19429,19430,726472.317155000060000,4084265.629910000100000
1276,26,27,27,54426.094264699997000,19430,19431,726923.876706999960000,4084577.895000000000000
1277,21,22,22,78748.341651800001000,21561,21562,784573.991064999950000,4084586.159959999800000
1278,23,24,24,23612.273867899999000,20254,20255,738893.201774999960000,4084781.893980000200000
1279,26,27,27,54426.094264699997000,19322,19323,726654.662498999970000,4085027.325019999900000
1280,21,22,22,78748.341651800001000,21562,21563,785160.216474000020000,4085204.361940000200000
1281,26,27,27,54426.094264699997000,19206,19207,726039.759842999980000,4085253.273940000200000
1282,23,24,24,23612.273867899999000,20145,20146,738632.851310000060000,4085524.845019999900000
1283,26,27,27,54426.094264699997000,19207,19208,725720.222434000000000,4085772.544979999800000
1284,21,22,22,78748.341651800001000,21564,21565,785543.927578000000000,4085790.586970000100000
1285,21,22,22,78748.341651800001000,21686,21687,786311.349915000030000,4086067.711960000000000
1286,23,24,24,23612.273867899999000,20258,20259,738340.750701999990000,4086248.746970000200000
1287,26,27,27,54426.094264699997000,19208,19209,725984.870882999970000,4086394.738900000200000
1288,21,22,22,78748.341651800001000,21566,21567,786481.888155000050000,4086760.523990000100000
1289,23,24,24,23612.273867899999000,20147,20148,738061.350126000000000,4086902.797910000200000
1290,26,27,27,54426.094264699997000,19328,19329,726241.500643000010000,4087039.554010000100000
1291,26,27,27,54426.094264699997000,19210,19211,725976.916707000000000,4087346.470999999900000
1292,26,27,27,54426.094264699997000,19329,19330,726705.651426999950000,4087396.253020000200000
1293,21,22,22,78748.341651800001000,21444,21445,786300.691226999970000,4087602.555989999800000
1294,23,24,24,23612.273867899999000,20149,20150,737750.199534000010000,4087760.050009999900000
1295,26,27,27,54426.094264699997000,19330,19331,727069.459299999990000,4088002.651990000200000
1296,21,22,22,78748.341651800001000,21315,21316,786108.835739000000000,4088274.050910000200000
1297,26,27,27,54426.094264699997000,19331,19332,726895.301730999960000,4088395.224919999900000
1298,23,24,24,23612.273867899999000,20150,20151,737502.548973000030000,4088503.000920000000000
1299,26,27,27,54426.094264699997000,19212,19213,726192.213475000000000,4088560.595929999800000
1300,21,22,22,78748.341651800001000,21316,21317,786641.767834999950000,4088828.299990000200000
1301,26,27,27,54426.094264699997000,19213,19214,726080.131683000010000,4088949.981019999800000
1302,26,27,27,54426.094264699997000,19214,19215,726530.143075000030000,4089263.298010000000000
1303,23,24,24,23612.273867899999000,20151,20152,737254.898540999970000,4089277.703000000200000
1304,21,22,22,78748.341651800001000,21317,21318,787132.065436000000000,4089414.525919999900000
